RestaurantID,RestaurantName,PasswordHash,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
4637,Arellano-Yates,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Centralized holistic info-mediaries,https://dummyimage.com/650x77,Closed,7.11,23.64,New Elizabethborough,4.8
4638,Hanson Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable global installation,https://picsum.photos/664/413,Resting,9.46,34.14,Deniseberg,4.7
4639,Smith-Smith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Centralized content-based structure,https://picsum.photos/440/480,Resting,7.8,38.52,East Troyfurt,4.2
4640,Davis Group 4,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated national hardware,https://dummyimage.com/612x671,Open,8.7,30.57,Moranmouth,3.3
4641,Richmond Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,De-engineered bifurcated data-warehouse,https://dummyimage.com/145x182,Closed,5.47,25.32,Jacobfort,4.4
4642,Smith PLC 5,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Pre-emptive 4thgeneration parallelism,https://dummyimage.com/568x234,Closed,6.05,43.11,South Danielmouth,4.8
4643,Edwards Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Compatible attitude-oriented array,https://dummyimage.com/650x613,Resting,4.75,30.7,West Kimberly,3.7
4644,Dickson-Osborne,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optional contextually-based customer loyalty,https://picsum.photos/1017/728,Resting,6.15,48.67,Tylermouth,3.6
4645,Santos-Bennett,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused eco-centric software,https://picsum.photos/545/1011,Closed,2.38,24.84,New Carolyn,4.3
4646,Howe-Harris,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked zero administration forecast,https://picsum.photos/807/57,Resting,5.35,43.58,South Amberview,4.2
4647,Kaufman-Harrell,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Proactive bandwidth-monitored emulation,https://dummyimage.com/423x753,Resting,7.73,47.07,Carterside,4.3
4648,Bishop Jackson and Sharp,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable user-facing website,https://placekitten.com/304/181,Resting,5.49,59.19,Rogerstad,3.1
4649,Mercado LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone dedicated approach,https://placekitten.com/8/463,Open,8.27,43.24,Josephchester,4.5
4650,Grimes Vaughn and Wilson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked user-facing emulation,https://dummyimage.com/68x891,Closed,5.79,21.85,Ricardomouth,4.8
4651,Campbell Fox and Dickerson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reduced discrete service-desk,https://picsum.photos/381/746,Closed,7.48,28.03,Vasquezbury,4.5
4652,Ellis Roberts and Wang,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Re-contextualized foreground application,https://dummyimage.com/57x536,Closed,7.12,36.05,Jamesmouth,4.7
4653,Martin Williams and Sawyer,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Adaptive transitional capability,https://dummyimage.com/204x562,Open,6.53,59.59,Lake Cherylview,3.1
4654,Lyons Greer and Robinson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable fresh-thinking capability,https://picsum.photos/789/358,Closed,5.58,20.05,New Mariaton,4.4
4655,Young Patton and Flowers,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Face-to-face contextually-based secured line,https://placekitten.com/568/79,Closed,5.23,36.75,Lake Kayleeburgh,4.7
4656,Harvey Lopez and Conner,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide multi-tasking superstructure,https://dummyimage.com/112x772,Closed,2.11,50.39,East Tylerfurt,3.6
4657,Frank and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Secured high-level system engine,https://picsum.photos/253/956,Closed,4.27,52.85,Duncanside,3.9
4658,Pratt-Stewart,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Balanced dedicated algorithm,https://picsum.photos/726/430,Resting,5.09,17.39,Sarahshire,4.3
4659,White Inc 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused tertiary standardization,https://dummyimage.com/672x77,Resting,3.04,20.42,Port Erin,3.7
4660,Burke-Kelley,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reactive transitional firmware,https://placekitten.com/859/232,Open,5.15,15.32,Brianborough,4.7
4661,Butler LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Balanced cohesive neural-net,https://dummyimage.com/1020x17,Closed,2.15,37.62,Jamieville,3.7
4662,Moreno-Thornton,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synergized analyzing model,https://dummyimage.com/853x338,Resting,3.42,52.46,North Ryanshire,4.5
4663,Gay-Hernandez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide attitude-oriented workforce,https://picsum.photos/40/982,Open,6.77,20.5,North Toddburgh,3.9
4664,Winters Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-group bandwidth-monitored challenge,https://picsum.photos/902/953,Resting,2.59,24.22,North Jasontown,3.4
4665,Stephens Perez and Shaw,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reverse-engineered hybrid installation,https://dummyimage.com/726x71,Resting,4.95,21.26,Cindymouth,5.0
4666,Mullins Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Public-key modular moderator,https://placekitten.com/634/628,Resting,4.82,43.75,South Jennaberg,4.7
4667,Miranda Inc 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Visionary optimal superstructure,https://dummyimage.com/981x859,Closed,2.57,33.66,West Matthewside,3.5
4668,James Dillon and Giles,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Assimilated clear-thinking neural-net,https://dummyimage.com/498x701,Closed,6.4,42.78,Andreaside,4.2
4669,Garcia-Thompson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused context-sensitive architecture,https://picsum.photos/667/135,Closed,4.77,55.78,Edwardshaven,3.7
4670,Ward LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Distributed homogeneous hub,https://picsum.photos/214/632,Resting,7.33,56.5,Tiffanyhaven,3.4
4671,Chase and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based bandwidth-monitored intranet,https://picsum.photos/260/693,Closed,9.95,57.78,Margaretside,4.5
4672,Freeman-Schneider,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly bi-directional challenge,https://placekitten.com/303/559,Resting,3.47,41.61,Parkerchester,4.3
4673,Mclaughlin LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Ameliorated composite productivity,https://placekitten.com/230/158,Resting,6.82,53.16,Port Leslie,4.9
4674,Robinson Williamson and Hughes,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust solution-oriented hierarchy,https://placekitten.com/633/279,Open,6.44,42.12,West Antoniochester,3.8
4675,Jackson Silva and Leonard,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Horizontal optimizing protocol,https://placekitten.com/684/505,Closed,9.57,57.83,Saraburgh,3.7
4676,Allen and Sons 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable motivating forecast,https://placekitten.com/448/420,Open,2.76,46.03,Georgebury,3.4
4677,Young PLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Quality-focused context-sensitive matrix,https://picsum.photos/675/573,Closed,6.92,34.78,South Matthew,3.7
4678,Cline Nguyen and Thomas,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Vision-oriented radical process improvement,https://picsum.photos/266/123,Resting,5.68,47.27,Paulfort,4.7
4679,Gonzalez Wilson and Gonzalez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Innovative even-keeled help-desk,https://placekitten.com/228/896,Closed,8.32,30.26,Harrisbury,3.4
4680,Patel LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust client-server productivity,https://dummyimage.com/213x633,Closed,2.79,21.56,Lake Debbie,5.0
4681,Leach Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable stable software,https://picsum.photos/645/992,Open,7.9,37.97,Whitakerberg,3.8
4682,Perry-Travis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Expanded bifurcated productivity,https://dummyimage.com/266x802,Closed,8.96,46.13,Lake Megan,4.1
4683,Soto-Barnes,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Grass-roots foreground support,https://picsum.photos/985/778,Closed,4.42,56.91,Maciashaven,3.9
4684,Ho-Baker,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Pre-emptive web-enabled core,https://picsum.photos/701/462,Open,4.28,16.9,North Johnfort,4.1
4685,Landry LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Self-enabling impactful Graphical User Interface,https://picsum.photos/826/773,Open,8.9,32.52,New Mia,3.6
4686,Jackson LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Future-proofed discrete encoding,https://placekitten.com/212/948,Resting,9.65,29.49,Port Tiffanyfurt,4.4
4687,Wallace Group 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked intangible hierarchy,https://picsum.photos/315/346,Open,6.75,20.91,Lutzstad,4.7
4688,Cruz-Nelson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Operative web-enabled firmware,https://placekitten.com/107/139,Resting,5.04,54.71,East Tammy,4.8
4689,White Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-channeled coherent paradigm,https://picsum.photos/970/106,Resting,8.29,24.73,South Caitlin,3.7
4690,Nelson-Garza,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable bandwidth-monitored groupware,https://picsum.photos/981/196,Open,6.36,37.53,New Bryantown,3.3
4691,Stein Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persistent radical knowledgebase,https://picsum.photos/825/593,Closed,2.39,24.5,Ruizborough,3.0
4692,Hobbs Herrera and Ellis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Re-engineered zero tolerance encryption,https://placekitten.com/630/104,Resting,6.0,39.73,Johnview,4.7
4693,Thompson-Reynolds,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated demand-driven moderator,https://picsum.photos/205/264,Open,2.82,20.91,Gregorytown,5.0
4694,Fleming-Jacobs,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Quality-focused user-facing architecture,https://picsum.photos/155/414,Resting,2.62,47.79,New Teresa,3.3
4695,Rose-Owens,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Advanced mission-critical frame,https://picsum.photos/753/911,Resting,7.17,41.84,East Don,3.3
4696,English PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused systematic Internet solution,https://dummyimage.com/122x478,Open,2.78,27.81,North Jessica,3.6
4697,Brady and Sons 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Universal responsive matrix,https://picsum.photos/804/55,Resting,3.33,39.23,Alexandrafort,3.5
4698,Rowe-Sims,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Grass-roots multi-state superstructure,https://picsum.photos/276/73,Resting,2.68,42.98,North Ebony,3.6
4699,White Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused methodical database,https://picsum.photos/918/101,Closed,2.66,46.53,Lake Brian,3.7
4700,Harris-Pittman,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked eco-centric orchestration,https://dummyimage.com/332x807,Resting,4.35,37.64,Jenniferbury,3.8
4701,Collins Inc 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized motivating workforce,https://placekitten.com/969/118,Open,3.65,19.05,Downsfurt,3.5
4702,Williams-Raymond,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Secured scalable moderator,https://dummyimage.com/709x1014,Closed,6.44,26.13,Cooperfort,4.3
4703,Jones LLC 5,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Pre-emptive coherent monitoring,https://placekitten.com/644/455,Open,7.32,44.83,Ericaburgh,4.2
4704,Lewis-Chung,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based incremental functionalities,https://picsum.photos/261/468,Open,2.71,57.41,Macdonaldland,3.7
4705,Anderson LLC 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Streamlined background support,https://picsum.photos/105/1000,Closed,4.53,55.18,Yolandafort,3.9
4706,Mathis Sullivan and Young,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly intermediate Graphic Interface,https://dummyimage.com/583x869,Open,5.44,33.39,Valerieville,4.9
4707,Sandoval Smith and Dominguez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Face-to-face system-worthy structure,https://placekitten.com/984/740,Closed,9.25,37.8,Tylerfurt,3.4
4708,Carlson Group 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enhanced even-keeled synergy,https://dummyimage.com/764x114,Resting,3.6,18.9,West Jonathan,4.3
4709,Miller Mathis and Coffey,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synchronized human-resource portal,https://placekitten.com/327/102,Closed,4.15,25.93,Raymondport,3.5
4710,Turner Fernandez and Baldwin,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Ergonomic composite array,https://dummyimage.com/193x632,Resting,5.88,23.98,East Mollyland,3.0
4711,Campbell-Dixon,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized reciprocal portal,https://dummyimage.com/2x874,Resting,6.78,35.93,Mileschester,3.2
4712,Hancock Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-group directional forecast,https://placekitten.com/1001/950,Closed,9.41,57.45,Natashahaven,4.8
4713,Robinson-Ford,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Total analyzing superstructure,https://placekitten.com/35/9,Open,5.66,59.06,Harrisonhaven,3.1
4714,Hamilton-Perry,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Sharable static superstructure,https://placekitten.com/72/483,Closed,6.48,45.2,Lake Jonathan,4.2
4715,Moore-Erickson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable intermediate matrices,https://picsum.photos/990/802,Resting,4.59,18.68,Lake Danielle,3.4
4716,Ortega Simpson and Smith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Monitored foreground emulation,https://dummyimage.com/779x998,Open,2.86,18.09,Elliston,3.3
4717,White Ltd 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust tangible toolset,https://placekitten.com/930/713,Open,2.07,31.66,North Michaelmouth,3.3
4718,Singh PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-lateral composite definition,https://picsum.photos/811/887,Closed,8.94,56.08,Lake Barbaraview,4.7
4719,Ford Miller and Brown,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Implemented systemic model,https://dummyimage.com/394x778,Resting,4.05,33.49,New Jessica,3.4
4720,Lewis Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persevering web-enabled support,https://placekitten.com/346/744,Resting,5.59,31.15,Michelletown,3.5
4721,Butler-Mathis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Realigned background ability,https://picsum.photos/273/458,Open,3.31,22.39,South Jamieport,4.6
4722,Manning-Williams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Phased neutral definition,https://dummyimage.com/277x122,Open,3.22,54.18,Singletonhaven,4.6
4723,Baker PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optional leadingedge intranet,https://placekitten.com/490/721,Resting,4.67,31.65,Michaelmouth,3.8
4724,Garcia Kidd and James,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Total hybrid projection,https://picsum.photos/737/415,Open,6.87,43.16,Copelandhaven,4.2
4725,Gomez Warren and Moore,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based transitional instruction set,https://dummyimage.com/534x184,Closed,2.08,19.66,New Brenda,3.7
4726,Morales Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Adaptive discrete methodology,https://placekitten.com/704/504,Resting,6.19,50.63,North Jefferychester,4.6
4727,Webb-Tucker,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked value-added circuit,https://dummyimage.com/685x555,Resting,5.8,22.4,Smithport,4.8
4728,Rollins Lyons and Edwards,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-channeled multi-tasking leverage,https://picsum.photos/525/764,Resting,3.63,46.37,Lake Christopherside,4.1
4729,Todd Inc 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated radical strategy,https://dummyimage.com/168x281,Closed,9.61,33.25,West Katiefurt,3.8
4730,Wang and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synergized zero-defect initiative,https://picsum.photos/602/459,Open,8.24,28.8,Karenport,4.3
4731,Ward Holmes and Elliott,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide modular hierarchy,https://placekitten.com/486/985,Open,5.43,46.07,Lake Chelseaville,4.1
4732,Patrick PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Monitored 6thgeneration ability,https://picsum.photos/98/977,Resting,2.97,22.85,East Kristina,3.7
4733,Hart-Bryant,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reduced content-based intranet,https://dummyimage.com/228x844,Resting,3.22,52.8,South Joshuaport,3.5
4734,Rodriguez PLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customizable high-level architecture,https://placekitten.com/167/524,Resting,5.5,52.23,Humphreyberg,4.1
4735,Velez-Morris,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Ergonomic intermediate neural-net,https://dummyimage.com/260x317,Resting,3.04,36.68,East Joshuafurt,4.5
4736,White Hanna and Browning,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Sharable needs-based architecture,https://placekitten.com/298/542,Closed,6.89,33.03,Franciscoville,4.3
4737,Deleon-Edwards,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Advanced transitional initiative,https://picsum.photos/558/830,Resting,3.75,31.19,Marcusbury,4.5
4738,Allison-Bell,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Versatile incremental implementation,https://placekitten.com/824/725,Resting,6.85,44.2,Robertport,4.8
4739,Diaz Inc 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Horizontal incremental benchmark,https://placekitten.com/734/878,Resting,3.87,48.93,Port Sarah,3.0
4740,Huerta Garza and Benson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optimized attitude-oriented array,https://placekitten.com/183/624,Open,3.94,35.31,West Daniel,4.8
4741,Perez Booth and Romero,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide 4thgeneration model,https://placekitten.com/930/901,Closed,6.42,30.75,North Jamie,4.7
4742,Boyle Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-channeled leadingedge paradigm,https://picsum.photos/175/658,Resting,4.26,56.28,Melvinmouth,3.9
4743,Garcia and Sons 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Inverse modular website,https://placekitten.com/988/963,Resting,3.77,39.76,North Mollyberg,4.2
4744,Simon PLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone optimizing analyzer,https://picsum.photos/508/304,Closed,9.9,37.09,East Kristine,5.0
4745,Nelson Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fundamental neutral monitoring,https://dummyimage.com/895x214,Resting,3.24,18.3,Frederickchester,3.6
4746,Bailey PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Right-sized value-added productivity,https://placekitten.com/931/54,Open,2.77,29.3,Lawsontown,3.3
4747,Hanson Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended responsive adapter,https://picsum.photos/443/571,Closed,8.79,38.09,Lake Melissa,3.4
4748,Moran Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust methodical concept,https://placekitten.com/854/806,Closed,8.82,30.08,Jamesside,3.7
4749,Hansen Taylor and Good,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Progressive encompassing budgetary management,https://dummyimage.com/210x320,Resting,3.41,49.67,Cooperborough,4.2
4750,Tran Foley and Lowe,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused solution-oriented flexibility,https://placekitten.com/627/519,Resting,4.2,32.02,Normaview,4.7
4751,Mitchell Diaz and Gonzales,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Diverse discrete hardware,https://placekitten.com/416/458,Resting,8.71,43.86,New Samantha,3.2
4752,Wood PLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synergized zero-defect open system,https://picsum.photos/304/563,Closed,5.05,56.72,South Sharon,4.1
4753,Walker Colon and Petersen,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optional encompassing hierarchy,https://placekitten.com/872/518,Closed,5.23,31.77,North Willieton,4.4
4754,Hurst Campbell and Galvan,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone attitude-oriented approach,https://picsum.photos/500/28,Open,5.15,26.85,South Gregoryberg,3.6
4755,Gibbs LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Progressive content-based capacity,https://picsum.photos/228/818,Open,3.39,55.73,West Andrea,5.0
4756,Bailey Inc 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Open-source holistic system engine,https://placekitten.com/538/855,Open,8.08,19.85,West Deniseside,3.2
4757,Jones Johnson and Lopez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated responsive conglomeration,https://placekitten.com/160/712,Closed,3.11,18.54,Manningstad,4.8
4758,Shea-Stanley,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Visionary zero tolerance superstructure,https://dummyimage.com/887x124,Closed,2.43,52.35,Larrymouth,3.5
4759,Haynes and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Vision-oriented human-resource interface,https://dummyimage.com/301x886,Open,6.37,52.46,Port Katelyn,3.2
4760,Steele Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable solution-oriented definition,https://placekitten.com/875/6,Resting,9.66,18.96,Meganborough,4.8
4761,Hansen Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Inverse modular challenge,https://picsum.photos/297/845,Closed,7.4,38.61,New Judymouth,4.5
4762,Greene-Guerrero,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized real-time challenge,https://dummyimage.com/896x954,Resting,5.66,48.02,East Martin,3.3
4763,Garcia LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Managed human-resource orchestration,https://placekitten.com/1019/593,Open,2.38,40.89,Kellyshire,4.7
4764,Skinner-Hill,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,De-engineered regional software,https://dummyimage.com/561x81,Open,5.35,25.79,South Amandafort,4.6
4765,James Barnes and Roberts,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly reciprocal strategy,https://placekitten.com/412/424,Closed,9.0,23.38,Lynnport,3.7
